,t,open,high,low,close
57,2024-01-02 07:15:00-05:00,0.62819,0.62819,0.62727,0.62769
58,2024-01-02 07:30:00-05:00,0.6277,0.62771,0.62706,0.62709
59,2024-01-02 07:45:00-05:00,0.62709,0.62741,0.627,0.62718
60,2024-01-02 08:00:00-05:00,0.62717,0.62732,0.62685,0.62704
61,2024-01-02 08:15:00-05:00,0.62707,0.62737,0.62688,0.6271
62,2024-01-02 08:30:00-05:00,0.62712,0.62763,0.62706,0.62761
63,2024-01-02 08:45:00-05:00,0.62762,0.62763,0.62667,0.62691
64,2024-01-02 09:00:00-05:00,0.62691,0.62732,0.62671,0.62682
65,2024-01-02 09:15:00-05:00,0.62683,0.62729,0.62679,0.62695
66,2024-01-02 09:30:00-05:00,0.62692,0.62772,0.62645,0.62683
67,2024-01-02 09:45:00-05:00,0.62692,0.62781,0.62671,0.62781
68,2024-01-02 10:00:00-05:00,0.6278,0.62825,0.62684,0.62687
69,2024-01-02 10:15:00-05:00,0.62686,0.62699,0.62633,0.62656
70,2024-01-02 10:30:00-05:00,0.62655,0.62658,0.62531,0.62573
71,2024-01-02 10:45:00-05:00,0.62574,0.62614,0.62561,0.62613
72,2024-01-02 11:00:00-05:00,0.62614,0.62724,0.62607,0.62691
73,2024-01-02 11:15:00-05:00,0.6269,0.62704,0.62629,0.62638
74,2024-01-02 11:30:00-05:00,0.62638,0.62638,0.62551,0.62565
75,2024-01-02 11:45:00-05:00,0.62565,0.62633,0.62563,0.62605
76,2024-01-02 12:00:00-05:00,0.62605,0.6262,0.62579,0.62611
77,2024-01-02 12:15:00-05:00,0.6261,0.62626,0.62569,0.62614
78,2024-01-02 12:30:00-05:00,0.62614,0.6264,0.62603,0.62609
79,2024-01-02 12:45:00-05:00,0.62609,0.6261,0.62568,0.62585
80,2024-01-02 13:00:00-05:00,0.62586,0.6259,0.62525,0.62564
81,2024-01-02 13:15:00-05:00,0.62563,0.62603,0.62558,0.62566
82,2024-01-02 13:30:00-05:00,0.62564,0.62565,0.62512,0.62517
83,2024-01-02 13:45:00-05:00,0.62517,0.62535,0.6251,0.62529
84,2024-01-02 14:00:00-05:00,0.62529,0.62552,0.62508,0.62533
85,2024-01-02 14:15:00-05:00,0.62533,0.62551,0.62504,0.62549
86,2024-01-02 14:30:00-05:00,0.62548,0.62562,0.62529,0.62545
87,2024-01-02 14:45:00-05:00,0.62543,0.62544,0.62496,0.62509
88,2024-01-02 15:00:00-05:00,0.6251,0.62526,0.62493,0.62514
89,2024-01-02 15:15:00-05:00,0.62515,0.62541,0.62512,0.62519
90,2024-01-02 15:30:00-05:00,0.62518,0.62528,0.62497,0.62504
91,2024-01-02 15:45:00-05:00,0.62504,0.62527,0.62496,0.62496
92,2024-01-02 16:00:00-05:00,0.62497,0.62498,0.62479,0.62486
93,2024-01-02 16:15:00-05:00,0.62482,0.62499,0.62481,0.62483
94,2024-01-02 16:30:00-05:00,0.62483,0.62511,0.62481,0.62496
95,2024-01-02 16:45:00-05:00,0.62497,0.62511,0.62489,0.6251
96,2024-01-02 17:00:00-05:00,0.62493,0.62525,0.62477,0.62519
97,2024-01-02 17:15:00-05:00,0.62535,0.62535,0.625,0.62509
98,2024-01-02 17:30:00-05:00,0.62507,0.62511,0.62489,0.62501
99,2024-01-02 17:45:00-05:00,0.62502,0.62544,0.62499,0.62516
100,2024-01-02 18:00:00-05:00,0.62522,0.62529,0.62506,0.6252
101,2024-01-02 18:15:00-05:00,0.6252,0.62521,0.62479,0.62514
102,2024-01-02 18:30:00-05:00,0.62513,0.6252,0.62482,0.625
103,2024-01-02 18:45:00-05:00,0.625,0.62526,0.62477,0.6251
104,2024-01-02 19:00:00-05:00,0.62509,0.62519,0.6248,0.62496
105,2024-01-02 19:15:00-05:00,0.62495,0.62569,0.62487,0.62568
106,2024-01-02 19:30:00-05:00,0.62567,0.62573,0.62539,0.6257
107,2024-01-02 19:45:00-05:00,0.62569,0.62569,0.62534,0.6255
108,2024-01-02 20:00:00-05:00,0.62549,0.62573,0.62533,0.62544
109,2024-01-02 20:15:00-05:00,0.62545,0.62545,0.62448,0.62461
110,2024-01-02 20:30:00-05:00,0.62462,0.62556,0.62462,0.62545
111,2024-01-02 20:45:00-05:00,0.62545,0.62576,0.6254,0.62551
112,2024-01-02 21:00:00-05:00,0.62551,0.62576,0.62523,0.62551
113,2024-01-02 21:15:00-05:00,0.62548,0.62552,0.62523,0.62534
114,2024-01-02 21:30:00-05:00,0.62534,0.62571,0.62533,0.62565
115,2024-01-02 21:45:00-05:00,0.62566,0.62576,0.62537,0.62553
116,2024-01-02 22:00:00-05:00,0.62552,0.62586,0.62549,0.62557
117,2024-01-02 22:15:00-05:00,0.62557,0.62614,0.62556,0.6261
118,2024-01-02 22:30:00-05:00,0.6261,0.6262,0.62598,0.62604
119,2024-01-02 22:45:00-05:00,0.62604,0.62672,0.62603,0.6267
120,2024-01-02 23:00:00-05:00,0.6267,0.62701,0.62661,0.62688
121,2024-01-02 23:15:00-05:00,0.62689,0.62697,0.62674,0.62682
122,2024-01-02 23:30:00-05:00,0.62681,0.62697,0.62679,0.62683
123,2024-01-02 23:45:00-05:00,0.62683,0.62687,0.62663,0.62678
124,2024-01-03 00:00:00-05:00,0.62677,0.62688,0.6266,0.62667
125,2024-01-03 00:15:00-05:00,0.62667,0.62711,0.62665,0.62697
126,2024-01-03 00:30:00-05:00,0.62697,0.62744,0.62693,0.62704
127,2024-01-03 00:45:00-05:00,0.62703,0.62711,0.62693,0.62699
128,2024-01-03 01:00:00-05:00,0.62698,0.62728,0.62688,0.62712
129,2024-01-03 01:15:00-05:00,0.62712,0.62751,0.62695,0.62732
130,2024-01-03 01:30:00-05:00,0.62733,0.62737,0.62715,0.62722
131,2024-01-03 01:45:00-05:00,0.62719,0.62759,0.6271,0.62745
132,2024-01-03 02:00:00-05:00,0.62743,0.62743,0.62652,0.62652
133,2024-01-03 02:15:00-05:00,0.62653,0.62653,0.62622,0.62649
134,2024-01-03 02:30:00-05:00,0.62649,0.62732,0.62638,0.62646
135,2024-01-03 02:45:00-05:00,0.62645,0.62648,0.62588,0.62609
136,2024-01-03 03:00:00-05:00,0.62607,0.62662,0.62587,0.62642
137,2024-01-03 03:15:00-05:00,0.62641,0.62652,0.62562,0.62576
138,2024-01-03 03:30:00-05:00,0.62576,0.62626,0.62557,0.62611
139,2024-01-03 03:45:00-05:00,0.62612,0.6262,0.62573,0.62603
140,2024-01-03 04:00:00-05:00,0.62601,0.62626,0.62541,0.62555
141,2024-01-03 04:15:00-05:00,0.62555,0.62595,0.62522,0.62593
142,2024-01-03 04:30:00-05:00,0.62592,0.62596,0.62538,0.62539
143,2024-01-03 04:45:00-05:00,0.62538,0.62577,0.62531,0.62545
144,2024-01-03 05:00:00-05:00,0.62545,0.62582,0.6253,0.62537
145,2024-01-03 05:15:00-05:00,0.62537,0.6254,0.62495,0.62495
146,2024-01-03 05:30:00-05:00,0.62496,0.6254,0.62493,0.62534
147,2024-01-03 05:45:00-05:00,0.62533,0.62562,0.62517,0.62531
148,2024-01-03 06:00:00-05:00,0.62533,0.62549,0.625,0.62519
149,2024-01-03 06:15:00-05:00,0.62519,0.62519,0.62438,0.62463
150,2024-01-03 06:30:00-05:00,0.62462,0.62469,0.62423,0.62449
151,2024-01-03 06:45:00-05:00,0.62446,0.62473,0.62419,0.62422
152,2024-01-03 07:00:00-05:00,0.62423,0.62475,0.62411,0.62475
153,2024-01-03 07:15:00-05:00,0.62474,0.62495,0.62413,0.62428
154,2024-01-03 07:30:00-05:00,0.62428,0.62452,0.62399,0.62419
155,2024-01-03 07:45:00-05:00,0.62418,0.62437,0.62346,0.6235
156,2024-01-03 08:00:00-05:00,0.62349,0.62361,0.62316,0.62347
157,2024-01-03 08:15:00-05:00,0.62348,0.62362,0.6227,0.62346
158,2024-01-03 08:30:00-05:00,0.62344,0.62416,0.62334,0.62354
159,2024-01-03 08:45:00-05:00,0.62353,0.6236,0.62206,0.62226
160,2024-01-03 09:00:00-05:00,0.62227,0.62278,0.62219,0.62232
161,2024-01-03 09:15:00-05:00,0.62232,0.62303,0.62229,0.62236
162,2024-01-03 09:30:00-05:00,0.62234,0.62285,0.62187,0.62263
163,2024-01-03 09:45:00-05:00,0.62261,0.62389,0.62244,0.62374
164,2024-01-03 10:00:00-05:00,0.62363,0.62533,0.62293,0.62323
165,2024-01-03 10:15:00-05:00,0.62323,0.62384,0.62275,0.62324
166,2024-01-03 10:30:00-05:00,0.62324,0.62365,0.62225,0.62284
167,2024-01-03 10:45:00-05:00,0.62283,0.62286,0.62208,0.62267
168,2024-01-03 11:00:00-05:00,0.62268,0.62349,0.62258,0.62338
169,2024-01-03 11:15:00-05:00,0.62337,0.62393,0.62337,0.62361
170,2024-01-03 11:30:00-05:00,0.62361,0.62388,0.62345,0.62369
171,2024-01-03 11:45:00-05:00,0.6237,0.62382,0.6232,0.62329
172,2024-01-03 12:00:00-05:00,0.62329,0.62349,0.62309,0.62324
173,2024-01-03 12:15:00-05:00,0.62323,0.62354,0.62315,0.62353
174,2024-01-03 12:30:00-05:00,0.62353,0.62362,0.6233,0.62339
175,2024-01-03 12:45:00-05:00,0.6234,0.6235,0.62309,0.6234
176,2024-01-03 13:00:00-05:00,0.62338,0.62406,0.62337,0.62389
177,2024-01-03 13:15:00-05:00,0.62391,0.62427,0.62387,0.62403
178,2024-01-03 13:30:00-05:00,0.62403,0.62403,0.6234,0.62364
179,2024-01-03 13:45:00-05:00,0.62365,0.62397,0.6234,0.62386
180,2024-01-03 14:00:00-05:00,0.62381,0.62437,0.62237,0.62261
181,2024-01-03 14:15:00-05:00,0.6226,0.62489,0.62253,0.62483
182,2024-01-03 14:30:00-05:00,0.62485,0.62523,0.62439,0.62493
183,2024-01-03 14:45:00-05:00,0.62493,0.62505,0.62418,0.62426
184,2024-01-03 15:00:00-05:00,0.62426,0.62442,0.62403,0.62417
185,2024-01-03 15:15:00-05:00,0.62417,0.62453,0.62396,0.62421
186,2024-01-03 15:30:00-05:00,0.6242,0.62452,0.62411,0.62432
187,2024-01-03 15:45:00-05:00,0.6243,0.62463,0.6242,0.62445
188,2024-01-03 16:00:00-05:00,0.62439,0.62439,0.6241,0.62432
189,2024-01-03 16:15:00-05:00,0.62432,0.62463,0.62426,0.62456
190,2024-01-03 16:30:00-05:00,0.62456,0.62456,0.62426,0.62441
191,2024-01-03 16:45:00-05:00,0.62441,0.62468,0.62438,0.62467
192,2024-01-03 17:00:00-05:00,0.62454,0.62475,0.62408,0.62434
193,2024-01-03 17:15:00-05:00,0.6244,0.6246,0.62399,0.62437
194,2024-01-03 17:30:00-05:00,0.62438,0.62476,0.62426,0.62455
195,2024-01-03 17:45:00-05:00,0.62467,0.62475,0.6244,0.62469
196,2024-01-03 18:00:00-05:00,0.62473,0.62503,0.6246,0.625
197,2024-01-03 18:15:00-05:00,0.62502,0.62511,0.62476,0.62493
198,2024-01-03 18:30:00-05:00,0.62493,0.62505,0.62478,0.62497
199,2024-01-03 18:45:00-05:00,0.62496,0.62516,0.62493,0.62514
200,2024-01-03 19:00:00-05:00,0.62513,0.62515,0.62412,0.6244
201,2024-01-03 19:15:00-05:00,0.62442,0.62505,0.62442,0.62489
202,2024-01-03 19:30:00-05:00,0.62488,0.62489,0.62423,0.62429
203,2024-01-03 19:45:00-05:00,0.6243,0.62431,0.62394,0.62402
204,2024-01-03 20:00:00-05:00,0.62401,0.6241,0.62373,0.62378
205,2024-01-03 20:15:00-05:00,0.62379,0.62411,0.6235,0.62351
206,2024-01-03 20:30:00-05:00,0.62351,0.62403,0.62343,0.6238
207,2024-01-03 20:45:00-05:00,0.6238,0.62439,0.6238,0.62412
208,2024-01-03 21:00:00-05:00,0.62412,0.62443,0.62411,0.62441
209,2024-01-03 21:15:00-05:00,0.62441,0.62442,0.62387,0.6243
210,2024-01-03 21:30:00-05:00,0.6243,0.62441,0.62415,0.62432
211,2024-01-03 21:45:00-05:00,0.6243,0.62509,0.62427,0.625
212,2024-01-03 22:00:00-05:00,0.62501,0.62565,0.6249,0.62564
213,2024-01-03 22:15:00-05:00,0.62564,0.6262,0.6255,0.6261
214,2024-01-03 22:30:00-05:00,0.6261,0.62681,0.62606,0.6264
215,2024-01-03 22:45:00-05:00,0.62639,0.6266,0.62632,0.62646
216,2024-01-03 23:00:00-05:00,0.62646,0.62669,0.62642,0.62645
217,2024-01-03 23:15:00-05:00,0.62644,0.62657,0.62629,0.62631
218,2024-01-03 23:30:00-05:00,0.62644,0.62691,0.6264,0.62686
219,2024-01-03 23:45:00-05:00,0.62685,0.6269,0.62642,0.62646
220,2024-01-04 00:00:00-05:00,0.62647,0.62655,0.62594,0.62653
221,2024-01-04 00:15:00-05:00,0.62654,0.62682,0.62653,0.62664
222,2024-01-04 00:30:00-05:00,0.62664,0.6267,0.62608,0.62621
223,2024-01-04 00:45:00-05:00,0.6262,0.62646,0.62603,0.62615
224,2024-01-04 01:00:00-05:00,0.62614,0.62645,0.62603,0.62644
225,2024-01-04 01:15:00-05:00,0.62644,0.62699,0.62643,0.62696
226,2024-01-04 01:30:00-05:00,0.62698,0.62704,0.62648,0.62669
227,2024-01-04 01:45:00-05:00,0.62668,0.62742,0.62664,0.62741
228,2024-01-04 02:00:00-05:00,0.62738,0.62851,0.62716,0.62841
229,2024-01-04 02:15:00-05:00,0.6284,0.6284,0.62774,0.62791
230,2024-01-04 02:30:00-05:00,0.6279,0.62815,0.6276,0.62803
231,2024-01-04 02:45:00-05:00,0.62801,0.62803,0.62683,0.62699
232,2024-01-04 03:00:00-05:00,0.62701,0.62775,0.62669,0.62728
233,2024-01-04 03:15:00-05:00,0.62729,0.62754,0.62674,0.6268
234,2024-01-04 03:30:00-05:00,0.62679,0.62685,0.62629,0.62665
235,2024-01-04 03:45:00-05:00,0.62663,0.62724,0.62636,0.62702
236,2024-01-04 04:00:00-05:00,0.62701,0.62717,0.62586,0.62617
237,2024-01-04 04:15:00-05:00,0.62617,0.62671,0.6259,0.62625
238,2024-01-04 04:30:00-05:00,0.62626,0.62686,0.62621,0.62664
239,2024-01-04 04:45:00-05:00,0.62664,0.62688,0.62605,0.62614
240,2024-01-04 05:00:00-05:00,0.62613,0.62631,0.62571,0.62614
241,2024-01-04 05:15:00-05:00,0.62615,0.62647,0.62581,0.62595
242,2024-01-04 05:30:00-05:00,0.62594,0.62612,0.62556,0.62556
243,2024-01-04 05:45:00-05:00,0.62555,0.62555,0.62476,0.6254
244,2024-01-04 06:00:00-05:00,0.62539,0.62577,0.62524,0.62558
245,2024-01-04 06:15:00-05:00,0.62558,0.62568,0.62496,0.6255
246,2024-01-04 06:30:00-05:00,0.6255,0.6257,0.62502,0.62518
247,2024-01-04 06:45:00-05:00,0.62518,0.62542,0.62472,0.6248
248,2024-01-04 07:00:00-05:00,0.6248,0.62509,0.62462,0.625
249,2024-01-04 07:15:00-05:00,0.62501,0.62526,0.6248,0.6251
250,2024-01-04 07:30:00-05:00,0.62509,0.62514,0.62476,0.62505
251,2024-01-04 07:45:00-05:00,0.62504,0.62505,0.62459,0.62468
252,2024-01-04 08:00:00-05:00,0.62467,0.62493,0.62441,0.62477
253,2024-01-04 08:15:00-05:00,0.62469,0.62493,0.6239,0.62443
254,2024-01-04 08:30:00-05:00,0.62444,0.62444,0.62297,0.62308
255,2024-01-04 08:45:00-05:00,0.62307,0.62377,0.623,0.62345
256,2024-01-04 09:00:00-05:00,0.62346,0.62352,0.62286,0.62311
257,2024-01-04 09:15:00-05:00,0.62309,0.62355,0.62293,0.62298
258,2024-01-04 09:30:00-05:00,0.623,0.6231,0.62257,0.62277
259,2024-01-04 09:45:00-05:00,0.62277,0.62309,0.62217,0.62265
260,2024-01-04 10:00:00-05:00,0.62265,0.62367,0.6226,0.62366
261,2024-01-04 10:15:00-05:00,0.62366,0.62395,0.62317,0.62389
262,2024-01-04 10:30:00-05:00,0.6239,0.62399,0.62334,0.62383
263,2024-01-04 10:45:00-05:00,0.62383,0.62393,0.62288,0.62309
264,2024-01-04 11:00:00-05:00,0.62312,0.62377,0.62308,0.62368
265,2024-01-04 11:15:00-05:00,0.62367,0.62387,0.62332,0.62364
266,2024-01-04 11:30:00-05:00,0.62365,0.62366,0.62313,0.62318
267,2024-01-04 11:45:00-05:00,0.62318,0.62332,0.62276,0.62308
268,2024-01-04 12:00:00-05:00,0.62308,0.62322,0.62273,0.62303
269,2024-01-04 12:15:00-05:00,0.62304,0.62323,0.62287,0.62319
270,2024-01-04 12:30:00-05:00,0.62316,0.62317,0.62227,0.62232
271,2024-01-04 12:45:00-05:00,0.62232,0.62254,0.6221,0.62253
272,2024-01-04 13:00:00-05:00,0.62256,0.62284,0.62238,0.62258
273,2024-01-04 13:15:00-05:00,0.62257,0.62279,0.6225,0.62269
274,2024-01-04 13:30:00-05:00,0.6227,0.62278,0.62253,0.62261
275,2024-01-04 13:45:00-05:00,0.62261,0.62277,0.6224,0.62253
276,2024-01-04 14:00:00-05:00,0.62253,0.62265,0.62227,0.62249
277,2024-01-04 14:15:00-05:00,0.62249,0.62268,0.62231,0.62232
278,2024-01-04 14:30:00-05:00,0.62233,0.62239,0.62215,0.62226
279,2024-01-04 14:45:00-05:00,0.62226,0.62309,0.62223,0.62283
280,2024-01-04 15:00:00-05:00,0.62284,0.62315,0.62279,0.62308
281,2024-01-04 15:15:00-05:00,0.62308,0.62314,0.6228,0.62301
282,2024-01-04 15:30:00-05:00,0.62302,0.62317,0.62294,0.62313
283,2024-01-04 15:45:00-05:00,0.62312,0.62321,0.6229,0.62313
284,2024-01-04 16:00:00-05:00,0.62304,0.62318,0.62294,0.62308
285,2024-01-04 16:15:00-05:00,0.62309,0.62322,0.62286,0.62307
286,2024-01-04 16:30:00-05:00,0.62308,0.62316,0.62294,0.62309
287,2024-01-04 16:45:00-05:00,0.6231,0.62351,0.62309,0.62345
288,2024-01-04 17:00:00-05:00,0.62327,0.62341,0.62171,0.62314
289,2024-01-04 17:15:00-05:00,0.62312,0.62367,0.62282,0.62329
290,2024-01-04 17:30:00-05:00,0.62328,0.62375,0.62311,0.62349
291,2024-01-04 17:45:00-05:00,0.6235,0.62353,0.62328,0.62347
292,2024-01-04 18:00:00-05:00,0.62353,0.62355,0.62304,0.62319
293,2024-01-04 18:15:00-05:00,0.62318,0.62331,0.62273,0.62274
294,2024-01-04 18:30:00-05:00,0.62274,0.62305,0.62267,0.62269
295,2024-01-04 18:45:00-05:00,0.62268,0.62307,0.62268,0.62302
296,2024-01-04 19:00:00-05:00,0.62303,0.62363,0.6229,0.62356
297,2024-01-04 19:15:00-05:00,0.62357,0.62383,0.6234,0.62352
298,2024-01-04 19:30:00-05:00,0.62352,0.62391,0.62352,0.62387
299,2024-01-04 19:45:00-05:00,0.62385,0.62402,0.62352,0.62358
300,2024-01-04 20:00:00-05:00,0.62359,0.62399,0.62351,0.62397
301,2024-01-04 20:15:00-05:00,0.62397,0.62407,0.62355,0.62371
302,2024-01-04 20:30:00-05:00,0.62372,0.62421,0.62329,0.62406
303,2024-01-04 20:45:00-05:00,0.62408,0.62435,0.62376,0.62383
304,2024-01-04 21:00:00-05:00,0.62382,0.62422,0.62372,0.62395
305,2024-01-04 21:15:00-05:00,0.62394,0.62435,0.62383,0.62418
306,2024-01-04 21:30:00-05:00,0.62417,0.62417,0.62368,0.62372
307,2024-01-04 21:45:00-05:00,0.62369,0.62387,0.62339,0.62344
308,2024-01-04 22:00:00-05:00,0.62345,0.62355,0.62323,0.62332
309,2024-01-04 22:15:00-05:00,0.62331,0.62333,0.62262,0.62273
310,2024-01-04 22:30:00-05:00,0.62272,0.6228,0.62251,0.62272
311,2024-01-04 22:45:00-05:00,0.62273,0.62293,0.62262,0.62293
312,2024-01-04 23:00:00-05:00,0.62293,0.62311,0.6228,0.62296
313,2024-01-04 23:15:00-05:00,0.62297,0.62333,0.62288,0.62323
314,2024-01-04 23:30:00-05:00,0.62322,0.62343,0.6231,0.62311
315,2024-01-04 23:45:00-05:00,0.6231,0.6231,0.62267,0.62278
316,2024-01-05 00:00:00-05:00,0.62279,0.62286,0.62234,0.62259
317,2024-01-05 00:15:00-05:00,0.62259,0.62285,0.6225,0.62278
318,2024-01-05 00:30:00-05:00,0.62278,0.62311,0.62278,0.62304
319,2024-01-05 00:45:00-05:00,0.62303,0.62313,0.62289,0.62303
320,2024-01-05 01:00:00-05:00,0.62304,0.62307,0.62255,0.62302
321,2024-01-05 01:15:00-05:00,0.62301,0.62305,0.62212,0.62214
322,2024-01-05 01:30:00-05:00,0.62211,0.62268,0.62183,0.62195
323,2024-01-05 01:45:00-05:00,0.62194,0.62223,0.62182,0.62211
324,2024-01-05 02:00:00-05:00,0.6221,0.62328,0.62204,0.6232
325,2024-01-05 02:15:00-05:00,0.62319,0.62347,0.62305,0.62325
326,2024-01-05 02:30:00-05:00,0.62325,0.62351,0.62277,0.62277
327,2024-01-05 02:45:00-05:00,0.62276,0.62285,0.62231,0.62244
328,2024-01-05 03:00:00-05:00,0.62244,0.62314,0.62241,0.62298
329,2024-01-05 03:15:00-05:00,0.62299,0.62313,0.6224,0.62251
330,2024-01-05 03:30:00-05:00,0.62249,0.62276,0.62194,0.62252
331,2024-01-05 03:45:00-05:00,0.62253,0.62278,0.62207,0.62227
332,2024-01-05 04:00:00-05:00,0.62226,0.62256,0.62185,0.62243
333,2024-01-05 04:15:00-05:00,0.62242,0.62318,0.62238,0.623
334,2024-01-05 04:30:00-05:00,0.62299,0.62305,0.62177,0.62186
335,2024-01-05 04:45:00-05:00,0.62187,0.62221,0.62177,0.62185
336,2024-01-05 05:00:00-05:00,0.62184,0.62216,0.62134,0.62146
337,2024-01-05 05:15:00-05:00,0.62145,0.62151,0.621,0.62109
338,2024-01-05 05:30:00-05:00,0.62109,0.62126,0.62087,0.62116
339,2024-01-05 05:45:00-05:00,0.62116,0.62139,0.62107,0.62129
340,2024-01-05 06:00:00-05:00,0.62129,0.62153,0.62124,0.6213
341,2024-01-05 06:15:00-05:00,0.62131,0.62146,0.62109,0.62114
342,2024-01-05 06:30:00-05:00,0.62114,0.6217,0.62112,0.62167
343,2024-01-05 06:45:00-05:00,0.62166,0.62188,0.62143,0.62149
344,2024-01-05 07:00:00-05:00,0.6215,0.62182,0.62139,0.62179
345,2024-01-05 07:15:00-05:00,0.62179,0.62198,0.62156,0.62194
346,2024-01-05 07:30:00-05:00,0.62194,0.62206,0.62169,0.6218
347,2024-01-05 07:45:00-05:00,0.62181,0.622,0.62173,0.62181
348,2024-01-05 08:00:00-05:00,0.62181,0.62194,0.62144,0.62186
349,2024-01-05 08:15:00-05:00,0.62187,0.62212,0.62139,0.62142
350,2024-01-05 08:30:00-05:00,0.62144,0.62144,0.61807,0.62073
351,2024-01-05 08:45:00-05:00,0.62072,0.62205,0.61985,0.62162
352,2024-01-05 09:00:00-05:00,0.62167,0.62297,0.62139,0.62153
353,2024-01-05 09:15:00-05:00,0.62154,0.62328,0.62132,0.62313
354,2024-01-05 09:30:00-05:00,0.62313,0.62333,0.62157,0.62208
355,2024-01-05 09:45:00-05:00,0.62208,0.62365,0.62207,0.62335
356,2024-01-05 10:00:00-05:00,0.62328,0.62776,0.62325,0.62679
357,2024-01-05 10:15:00-05:00,0.62678,0.62767,0.62586,0.62705
